기업명,대표자명,공고 키워드,이메일,홈페이지,출처
(주)트러스트에이엔씨,이준우,경리,trustarch@trustanc.co.kr,https://www.trustanc.co.kr/,saramin
(주)대명종합건설,지승동/홍성민,경리,daemyung5573@daum.net,http://www.landmark.co.kr,saramin
마이크로컴퍼지트(주),최돈철,총무,info@u-composite.com,http://www.u-composite.com,saramin
의료법인 온그룹의료재단 온병원,윤선희,총무,onhospital@hanmail.net,http://www.onhospital.org/,saramin
주식회사 네오커넥트,이창호,총무,info@neoconnect.com,http://www.neoconnect.co.kr,saramin
(주)휴니버스글로벌,이상헌,총무,huniverse@huniverse.co.kr,http://www.huniverse.co.kr,saramin
에스메탈,유주미/황덕영,총무,dyhwang74@gmail.com,https://www.smetal.kr/,saramin
(주)피제이디자인,김진태,비서,pjd@pjdesign.co.kr,http://www.pjdesign.co.kr,saramin
(주)세스코,전찬혁,정부지원사업 관리,sns@cesco.co.kr,http://www.cesco.co.kr,saramin
(주)액스비스,김명진,정부지원사업 관리,support@axbis.ai,http://www.axbis.ai,saramin
리드커리어(주),오제석,정부지원사업 관리,hr@leadcareer.co.kr,http://www.leadcareer.co.kr,saramin
(주)서플러스글로벌,김정웅,정부지원사업 관리,parts@surplusglobal.com,http://www.surplusglobal.com,saramin
(주)마키나락스,윤성호,정부지원사업 관리,contact@makinarocks.ai,https://www.makinarocks.ai/,saramin
(주)대동시스템,이중아/이수형,정부지원사업 관리,hjjang@dds.co.kr,http://www.dds.co.kr,saramin
㈜에이치시티,허봉재,정부지원사업 관리,myhctsupport@hct.co.kr,http://www.hct.co.kr,saramin
(주)아크릴,박외진,정부지원사업 관리,info@acryl.ai,https://www.acryl.ai/,saramin
(주)노바칩스,김영관,연구비 관리,sales@novachips.com,http://www.novachips.com/,saramin
(주)성신알에스티,박계출,연구비 관리,recruit@ssrst.com,http://www.ssrst.com,saramin
토탈서비스(주),김선진/조승헌,인사,tech1@total-service.co.kr,http://www.total-service.co.kr,saramin
(주)액토즈소프트,구오하이빈,인사,huangjingting.doris@shengqugames.com,http://www.actoz.com,saramin
오가노이드사이언스(주),유종만/오상훈,인사,hr.admin@organoidrx.com,http://www.organoidrx.com,saramin
(주)제이엔비,이정범,인사,jnb@jnbeng.com,http://jnbeng.com/,saramin
디에이치라이팅 2공장,채희철,인사,excelite@dhlighting.co.kr,https://dhlighting.co.kr/kr/,saramin
제이앤씨(주),김재홍,인사,jnc01628@naver.com,http://jnc.partners/,saramin
(주)이노텍,신용운,인사,it7376@naver.com,http://www.innotechkorea.com,saramin
뷰웍스,김후식,경영지원,info@vieworks.com,http://www.vieworks.com,jobkorea
㈜엠엠엠디,이맑음/박진기,경영지원,support@snapvi.co.kr,http://www.dorosiwa.co.kr,jobkorea
㈜포리,임한규,경리,sales@foriauto.com,http://www.foriauto.com,jobkorea
㈜덴탈스튜디오,김범준,경리,bjkim@dentalstudio.co.kr,http://www.dentalstudio.co.kr,jobkorea
㈜오파스넷,장수현,총무,ethics@opasnet.co.kr,http://www.opasnet.co.kr,jobkorea
미래도시건설,이형용,비서,con@mdi.co.kr,http://www.miraedosi.com,jobkorea
㈜다인맨파워,이상기,비서,yokim@dainmp.co.kr,http://www.dainmanpower.com,jobkorea
㈜싸인텔레콤,박영기,정부지원사업 관리,signtelecom@signtelecom.com,http://www.signtelecom.com,jobkorea
프라이빗테크놀로지㈜,김영랑,연구비 관리,support@pribit.com,http://www.pribit.com,jobkorea
씨메스로보틱스㈜,이성호,연구비 관리,info@cmesrobotics.com,https://www.cmesrobotics.ai,jobkorea
㈜이스트소프트,정상원,인사,integrations-styles.js@0.2.cuii6haq.mjs,http://www.estsoft.ai/,jobkorea
원익로보틱스,김학래,인사,robotics.biz@wonik.com,http://www.wonikrobotics.com,jobkorea
㈜에임드,임형철,인사,contact@aimed.xyz,https://aimed.xyz,jobkorea
㈜이스트엔드,김동진,인사,info@eastend.co.kr,http://www.eastend.co.kr,jobkorea
주식회사지니앤디,최영식(각자대표)외 1명(서종민(각자대표)),경영지원,digital@geniend.com,https://geniend.com,saramin
(주)엘엑스컴퍼니,송석경,경영지원,webmaster@lynxmall.co.kr,https://www.lynxmall.co.kr/,saramin
(주)디에프에스,이동주,경영지원,ysjang@dfs6386.com,http://www.dfs6386.com,saramin
글로벌소프트웨어캠퍼스(주),김성우,경영지원,help@gscampus.net,http://www.gscampus.net,saramin
㈜프라임텍스,이인,경영지원,kbs1234@kbs.co.kr,http://primetex@hanmail.net,saramin
모모스커피(주),이현기,경영지원,brand@momos.co.kr,http://momos.co.kr,saramin
동원금속(주) 아산공장,,경영지원,dwmic@dwmic.com,http://www.dwmic.com,saramin
알에프기술(주),정휘선/이종훈,경영지원,77jhsun@hanmail.net,http://www.알에프기술.com,saramin
(주)라이어트,이동기,경리,retail@riotkorea.com,http://www.fr8ight.co.kr,saramin
주식회사 에코파워팩,이시영,경리,info@ecopowerpack.co.kr,http://ecopowerpack.co.kr,saramin
(주)성도건설,박홍준,경리,master@sungdoconst.co.kr,http://www.sungdoconst.co.kr,saramin
(주)동우개발,안이재,경리,dongwoodh@hanmail.net,http://www.dwgroup.co.kr/,saramin
비케이원,김규형,경리,bkone@bkone.net,http://www.bkone.net/,saramin
(주)에코스,김광순/배윤호,경리,ekos@ekos.co.kr,http://www.ekos.co.kr,saramin
(주)서호,조상원,총무,sales@seohotsc.com,http://www.seohotsc.com/,saramin
(주)미래도시건설,이형용,비서,con@mdi.co.kr,http://www.miraedosi.com,saramin
(주)미쓰윤,서예원,비서,ad@missyoon.com,http://www.missyoon.com,saramin
금강화학,이환길,비서,keumgang@keum-gang.com,http://www.keum-gang.com,saramin
(사)서울시관광협회,조태숙,비서,sta1961@sta.or.kr,http://www.sta.or.kr,saramin
(주)애드포러스,이은현,정부지원사업 관리,oper@adforus.co.kr,http://www.adforus.co.kr,saramin
(주)하이브랩,서종혁,정부지원사업 관리,cid@spo.go.kr,http://www.hivelab.co.kr,saramin
(주)엠에스제이,전명석,정부지원사업 관리,admin@msj3000.co.kr,http://www.msj3000.co.kr/ko/,saramin
(주)에이치브이엠,문승호,인사,hsna@hvm.co.kr,http://www.hvm.co.kr,saramin
(주)풍림파마텍,손권/조미희,인사,poonglim@plpt.co.kr,http://www.plpt.co.kr,saramin
에스엘라이프(주),김억숙/김명규제시,인사,dsmoon@sllife.co.kr,http://sllife.co.kr,saramin
한국시뮬레이션기술(주),이형주,인사,sales@kostech.co.kr,http://www.kostech.co.kr,saramin
강산개발㈜,정해국,경리,ksdev@kangsandev.co.kr,http://www.kangsandev.co.kr,jobkorea
동아스포츠,서정근,경리,donga0560@naver.com,http://www.dongasports.or.kr,jobkorea
대명종합건설,지승동/홍성민,총무,daemyung5573@daum.net,http://www.landmark.co.kr,jobkorea
㈜네오랩컨버전스,이상규,총무,info@neolab.co.jp,http://www.neolab.kr,jobkorea
㈜다바,김석칠,총무,arthands03@naver.com,http://www.arthands.co.kr,jobkorea
㈜마루에이치알,박종필,비서,lindakuk@mrhr.co.kr,http://www.mrhr.co.kr,jobkorea
㈜지텍에이치,김세철,비서,hi1003@naver.com,http://www.gtech-h.co.kr,jobkorea
㈜서정인터내셔날,장용서,비서,sales@sj-intl.com,http://www.sj-intl.com,jobkorea
㈜스트락스건축사사무소,문혁주,비서,recruit@strx.kr,http://strx.kr,jobkorea
㈜원광에스앤티,이상헌,과제비 관리,it@wksnt.com,http://www.wksnt.com,jobkorea
퓨처메인,이선휘,과제비 관리,fms@futuremain.com,http://futuremain.com,jobkorea
세종경영자문㈜,김규일,과제비 관리,con@sjcounsel.com,http://www.sjcounsel.com/,jobkorea
㈜세미에이아이,,과제비 관리,info@semiai.ai,https://www.semiai.ai,jobkorea
㈜마크애니,최고/최종욱,정부지원사업 관리,contact@markany.com,http://www.markany.com,jobkorea
㈜엘에스케이글로벌파마서비스,이영작,연구비 관리,information@lskglobal.com,http://www.lskglobal.com,jobkorea
㈜퍼슨헬스케어,김동진,연구비 관리,firsonhc@firsonhc.com,http://www.firsonhealthcare.com,jobkorea
㈜소노인터내셔널,"민병소, 유태완",인사,webmaster@daemyungsono.com,http://www.daemyungsono.com/,jobkorea
㈜유투에스알,,인사,u2sr@u2sr.com,http://u2sr.com,jobkorea
㈜케이지이니시스,이선재,인사,ad@kggroup.co.kr,http://www.inicis.com,jobkorea
에스티에이씨(주),김종일,경영지원,contact@stac-kr.com,https://www.stac-kr.com/,saramin
에이템즈(주),김정성,경영지원,info@atems.co.kr,http://www.atems.co.kr,saramin
(주)쓰리디몬,조중현,경영지원,support@3dmon.co.kr,http://www.3dmon.co.kr,saramin
(주)엠엔텍,,경영지원,mntek@mntek.net,http://www.mntek.net,saramin
(주)타스글로벌,김유식,경영지원,sales@usmtas.com,http://www.usmtas.com,saramin
에스구조연구소 주식회사,김두기 외 3명,경영지원,info@s-structure.co.kr,http://www.s-structure.co.kr,saramin
(주)에스엠솔루션즈,김상모,경영지원,info@smsolus.com,http://smsolus.com,saramin
성의통상,장혜진,경영지원,lusida@lusida.co.kr,http://www.lusida.co.kr,saramin
엘에스이(주),이민근,경영지원,webmaster@sinbiweb.com,https://www.lse-r.com/,saramin
(주)킥더허들,김태양,경영지원,kickthe@kthd.co.kr,http://www.kthd.co.kr/,saramin
(주)윌앤비전,이화택,경영지원,willvi@willvi.co.kr,http://www.willvi.co.kr,saramin
(주)이노루체,김선학,경리,inno-luce@inno-luce.co.kr,http://www.inno-luce.co.kr,saramin
(주)장인이지툴,장한욱,경리,doe1202@sarang.net,http://www.jangintool.co.kr,saramin
(주)두웰플러스,유상보,경리,bcoh@dowell-plus.co.kr,http://dowell-plus.com,saramin
신한관세법인,장승희,경리,e.shinhan@shcs.kr,http://www.customsservice.co.kr,saramin
태영화학공업㈜,,경리,tys1@tyci.kr,http://www.tyci.kr,saramin
홍림물산㈜,,경리,honglim@kita.net,http://www.honglimcorp.com,saramin
(주)디오션,,경리,info@theocean24.com,http://www.k-seafood.net,saramin
(주)프로라이팅,김경태,경리,support@cre.ma,http://www.prolighting.co.kr,saramin
(주)이너스로지스틱스,한정수,경리,admin@inuslogistics.com,https://www.inuslogistics.com/,saramin
(주)비앤비네트웍스,김진우,경리,bnbnetworks@naver.com,http://www.bnbnetworks.co.kr,saramin
에스케이바이오텍(주),박용우,총무,skpharmteco@skpt.com,http://www.skpharmteco.com,saramin
한국타프로기(주),박정태,총무,bewerbung@taprogge.de,http://www.taprogge.de,saramin
삼정펄프(주),전성오,총무,jane@janedoe.com,http://www.sjpulp.com,saramin
(주)컨셉션,정구상,총무,ceo@conception.co.kr,http://www.conception.co.kr,saramin
경성금속,성하경/유숙자,총무,hctcase@naver.com,http://www.metalks.co.kr/,saramin
한림정공주식회사,김용팔/김임수,총무,hallim01@hallimpre.co.kr,http://www.hallimpre.co.kr,saramin
플레이방(주),윤재갑,총무,playbangcorp@gmail.com,http://playbang.kr,saramin
(주)커리어플라이,권익재,비서,careerfly@carerfly.co,http://careerfly.co.kr,saramin
카세로지,박찬수,비서,info@kaselodge.com,http://www.kaselodge.com,saramin
(주)에코프라임,김성현,비서,master@eco-prime.co.kr,https://eco-prime.co.kr/,saramin
디자인에이쓰리(design A3),,비서,a3int.a3@gmail.com,http://www.a3design.co.kr,saramin
(주)한국교육평가인증서비스,이승호,비서,hansu_on@naver.com,http://www.ihansu.co.kr,saramin
(주)제이레퍼토리,우상준,정부지원사업 관리,jour@jrepertory.com,https://jrepertory.kr/,saramin
테스코(주),조정현,정부지원사업 관리,hjkim@testcor.co.kr,http://www.testcor.co.kr,saramin
(주)쓰리에이치,정영재,정부지원사업 관리,3hint@3hk.co.kr,http://www.3hk.co.kr,saramin
(주)시선에이아이,남운성,정부지원사업 관리,jskang@secern.ai,http://www.secern.ai,saramin
(주)콜로세움코퍼레이션,박진수,정부지원사업 관리,support@colosseum.kr,https://colosseum.kr/,saramin
동신관유리공업,서한석,인사,dongsin@dstg.co.kr,http://www.dstg.co.kr,saramin
부경산업개발(주),박흥서/천동현,인사,bk1004@e-bukyung.co.kr,https://e-bukyung.co.kr/,saramin
㈜비엠제이컴퍼니,김미경,경리,sina_company@naver.com,http://www.bmj-company.com/,jobkorea
㈜성도건설,박홍준,경리,master@sungdoconst.co.kr,http://www.sungdoconst.co.kr,jobkorea
㈜에이쓰리디자인인터내셔날,,비서,a3int.a3@gmail.com,http://www.a3design.co.kr,jobkorea
㈜유원커리어센터,남궁미숙,비서,admin@u1career.co.kr,http://www.u1career.co.kr,jobkorea
㈜휴넷,구본완,정부지원사업 관리,job@lbhunet.com,http://lbhunet.com,jobkorea
㈔한국과학기술한림원,정진호,정부지원사업 관리,kast@kast.or.kr,http://www.kast.or.kr,jobkorea
㈜혜인식품,현광식,정부지원사업 관리,cs@nenechicken.com,http://www.nenechicken.com/,jobkorea
㈜띵스파이어,조광재,정부지원사업 관리,contact@thingspire.com,http://www.thingspire.com,jobkorea
한국딥러닝㈜,김지현,연구비 관리,koreadeep@koreadeep.com,http://www.koreadeep.com,jobkorea
㈜크레셈,오상민,연구비 관리,sales@cressem.com,http://www.cressem.com,jobkorea
㈜우리들에이치알디,구희근,연구비 관리,hrdhks@woorihrd.net,http://www.woorihrd.net,jobkorea
㈜아크릴,이시카와모토아키,연구비 관리,recruit@nckco.kr,http://www.nckco.kr,jobkorea
㈜캐로스컴퍼니,염승섭,연구비 관리,caros3220@naver.com,http://caros.co.kr,jobkorea
㈜성지공조기술,김성현,연구비 관리,sungji@sjjtec.co.kr,http://www.sjjtec.co.kr,jobkorea
레보딕스㈜,신종훈,연구비 관리,sales@revodix.co.kr,http://www.revodix.co.kr,jobkorea
키움에셋플래너㈜,조용학,인사,cscenter@kiwoomap.com,http://www.kiwoomap.com/main/index.html,jobkorea
다임리서치㈜,장영재,인사,dwebs1@naver.com,http://www.daimresearch.com/,jobkorea
(주)아그루코리아,최호동,경영지원,hp@agrukorea.com,http://www.agrukorea.com,saramin
(주)유니온전자통신,김태우/서정준/전성열,경영지원,overseas@unionelecom.co.kr,http://www.unionelecom.co.kr,saramin
(주)삼영특수인쇄,이상철,경영지원,label3010@naver.com,http://samyoung-print.com,saramin
(주)그린아이티코리아,강원식,경영지원,sales@greenitkr.com,http://www.greenitkr.com,saramin
(주)유젠스에스앤씨,설영훈,경영지원,ugens@ugenssnc.com,http://www.ugenssnc.com,saramin
㈜더아이엠씨,전채남,경영지원,theimc@theimc.co.kr,http://www.theimc.co.kr/,saramin
서윤웰스(주),석동엽,경리,support@cre.ma,http://renopti.kr,saramin
(주)레이놀즈코리아,오항섭/정훈교,경리,admin@reynoldskr.com,http://reynoldskr.com,saramin
(주)매그나텍,박선후,경리,sample@sample.or.kr,http://www.magnatech.co.kr,saramin
(주)두일테크,양영모,경리,biz@dooill.co.kr,http://www.dooill.co.kr,saramin
에이에스미싱,박창병,경리,asby1010@naver.com,http://www.misingnu.com/,saramin
(주)모두스포츠,이승희,경리,lss2310lss@naver.com,http://www.modoosports.co.kr,saramin
(주)에스브릿지,신택승,경리,webmaster@pricegolf.co.kr,http://www.pricegolf.co.kr,saramin
(주)보린,이등운,경리,borin@borinint.com,http://www.borinint.com,saramin
동원수산(주),왕기용주니어/왕인상,총무,dw@dwsusan.com,http://www.dongwonfish.co.kr,saramin
(주)심존,조남수,총무,simzoneco@hotmail.com,http://www.simzone.co.kr,saramin
(주)인어스,손희재,총무,inus@inuscompany.co.kr,http://www.inuscompany.co.kr,saramin
(주)비앤와이에너지,박용민,총무,cs@inplusweb.com,http://www.bnyenergy.co.kr,saramin
(주)티엠에스코리아,한경화,총무,tmskorea@tmskor.com,http://www.tmskor.com,saramin
(주)앳홈,양정호,비서,info@athomecorp.com,https://www.athomecorp.com/,saramin
주식회사 초행클래스,김태현,비서,chohaengcompany@gmail.com,https://chohaeng.com/,saramin
(주)빅스코이엔씨(BIXCO E&C),이창섭,비서,home@woojeongeng.com,http://www.woojungart.co.kr,saramin
아시아마스터트레이드(주),,비서,info@stagheaddesigns.com,http://www.axis-y.com,saramin
주식회사98점7도,염정원,비서,yeomjw0907@onecation.co.kr,https://onecation.co.kr/,saramin
(사)한국과학기술한림원,정진호,정부지원사업 관리,kast@kast.or.kr,http://www.kast.or.kr,saramin
인천상공회의소,박주봉,정부지원사업 관리,inchon@korcham.net,http://www.incham.net,saramin
(주)스피어에이엑스,박윤하,정부지원사업 관리,sphereax@sphereax.com,http://www.sphereax.com,saramin
(주)쎄임코리아,김동권,정부지원사업 관리,sales@seimkorea.co.kr,http://www.seimkorea.co.kr,saramin
(주)이씨이십일,백현목,정부지원사업 관리,contact@ec21.com,http://www.ec21.co.kr,saramin
㈜아이지디,김기원,정부지원사업 관리,contact@igd.co.kr,http://www.igd.co.kr,saramin
(주)오래,정재헌,정부지원사업 관리,ohrae@ohrae.biz,http://www.zero-eyes.com,saramin
(주)씨티케이,양승원,정부지원사업 관리,hello@divimeetup.com,https://elementkorea.kr/,saramin
(주)라스테크,성낙윤,정부지원사업 관리,bwg@rastech.co.kr,http://www.rastech.co.kr,saramin
(주)유니다,윤현식,인사,kamistaonline@unida.co.kr,http://www.kamista.com/,saramin
(주)호텔인터내셔널,윤상필/윤영호,인사,inter@hi1001.co.kr,http://www.hi1001.co.kr,saramin
성호전자(주),박성재,인사,kona07@sungho.net,http://www.sungho.net,saramin
(주)다이퀘스트,김경선/전승훈,인사,sales@diquest.com,http://www.diquest.com,saramin
(주)도들샘,노태욱,인사,foryou@dodlesem.co.kr,http://www.dodlesem.co.kr,saramin
(주)골프존카운티,서상현,인사,eunsunny47@golfzon.com,https://gzcounty.career.greetinghr.com/ko/home,saramin
(주)신동양기업,박종하/박태은,인사,3526711@hanmail.net,http://www.sdyenc.com/,saramin
(주)딴지그룹,김어준,인사,ddanzi.master@gmail.com,https://www.ddanzi.com,saramin
㈜엠에스,김성포,경리,ms@msbio.co.kr,http://www.msbio.co.kr,jobkorea
대한법률학원,양상원,경리,seelaw@nate.com,http://www.seelaw.co.kr,jobkorea
㈜케나즈,이우재,과제비 관리,nklee@kenaz-re.com,http://kenaz-re.com,jobkorea
비티에너지㈜,박준은,과제비 관리,park@btenergy.co.kr,http://www.btenergy.co.kr,jobkorea
에이치엘비바이오스텝 주식회사 송도연구소,문정환,과제비 관리,ask@hlbbiostep.com,http://www.hlbbiostep.com,jobkorea
㈜더파운더즈,,과제비 관리,job@thefounders.kr,https://thefounders.careers/,jobkorea
경북바이오산업연구원,전익조,정부지원사업 관리,webmaster@gib.re.kr,http://www.gib.re.kr,jobkorea
㈜미니게이트,정훈,정부지원사업 관리,cs@minigate.net,http://www.minigate.net,jobkorea
㈜누리미디어,,연구비 관리,nurihr@nurimedia.co.kr,https://career.nurimedia.co.kr/,jobkorea
지멘스헬시니어스(주),이명균,연구비 관리,csirt@siemens-healthineers.com,http://www.siemens-healthineers.com/kr/,jobkorea
㈜서울에프엔비,오덕근,연구비 관리,dhxorud0618@seoulfnb.co.kr,http://www.seoulfnb.com,jobkorea
이미인,김주원/박정완,연구비 관리,mns@imineskin.com,http://www.imineskin.com,jobkorea
웰텍㈜,장동욱,연구비 관리,help@welltechlab.co.kr,https://welltechlab.co.kr,jobkorea
㈜에이스방재,전지혜,인사,acebj119@naver.com,http://www.ace119.co.kr,jobkorea
엑스티,정종철,인사,mail@xt2009.co.kr,https://xt2009.com/,jobkorea
91컴퍼니,장준기/한용,인사,91company@91company.co,https://www.91company.co.kr/,jobkorea
(주)엠엠엠디,이맑음/박진기,경영지원,support@snapvi.co.kr,http://www.dorosiwa.co.kr,saramin
니드랩(주),김주영,경영지원,niedlab@niedlab.com,http://niedlab.com/,saramin
(사)보험연수원,하태경,경영지원,tutor@in.or.kr,http://www.in.or.kr,saramin
삼보과학(주),김원경,경영지원,sambosc@sambosc.com,http://www.sambosc.com,saramin
(주)감동공장,심영구,경영지원,support@thegamdong.com,http://www.thegamdong.com,saramin
㈜코엔텍,박찬웅,경영지원,hsjeon@koentec.kr,http://koentec.kr/,saramin
(주)케이에스디어패럴,권숙동,경리,support@snapvi.co.kr,http://www.k-club.co.kr,saramin
유엠컴퍼니(주),김현정,경리,didwl4390@naver.com,http://umcompany.co.kr,saramin
(주)데이터스트림즈,이영상,총무,hr@datastreams.co.kr,http://www.datastreams.co.kr,saramin
대한칼소닉(주),김창한/이동철,총무,wsyoon@dhc.co.kr,http://www.dhc.co.kr,saramin
(주)휴니드테크놀러지스,이철승,비서,danielwarren@huneed.com,http://www.huneed.com,saramin
(주)위즈코리아,김기배,비서,weeds@weeds.co.kr,http://www.weeds.co.kr,saramin
(주)에프에스티,장경빈,비서,mwchoi@fstc.co.kr,http://www.fstc.co.kr,saramin
유비벨록스(주),이흥복,비서,contact@ubivelox.com,http://www.ubivelox.com,saramin
(주)티엑스알로보틱스,엄인섭,비서,contact@txr.kr,https://www.txr.kr/ko/,saramin
(주)공카,황기연,정부지원사업 관리,info@gongcarsharing.com,https://www.gongcar.kr/,saramin
비나텍(주),성도경,정부지원사업 관리,v.marketing@vina.co.kr,http://www.vina.co.kr,saramin
(주)워드캣,김준희/이장석,정부지원사업 관리,wcat@wordcat.co.kr,https://wordcat.co.kr/,saramin
(주)세르딕,강진규,정부지원사업 관리,info@serdic.com,http://serdic.com,saramin
(주)리스큐어바이오사이언시스,진화섭,정부지원사업 관리,admin@liscure.bio,http://www.liscure.bio,saramin
넛지헬스케어(주),박정신/송승근,정부지원사업 관리,cs@cashwalk.io,https://cashwalk.com/,saramin
(주)아이씨인터네셔날,박병연,정부지원사업 관리,isea2020@naver.com,http://www.i-sea.kr,saramin
㈜합천식품,김성봉,정부지원사업 관리,hcfood@chol.com,http://www.hc-food.co.kr,saramin
㈜국제,김정수/강창욱/곽선호,정부지원사업 관리,kukje6123@naver.com,http://www.kjca.co.kr,saramin
(사)국제경영원,김창범,정부지원사업 관리,master@imilec.or.kr,http://www.imi.or.kr,saramin
(주)메드파크,박정복,정부지원사업 관리,biz@medpark.net,http://www.medpark.net,saramin
(주)도슨티,이일구,정부지원사업 관리,contact+landing@docenty.ai,https://docenty.ai,saramin
(주)자이브솔루션즈,윤두훈,정부지원사업 관리,james@jiveus.com,http://jiveus.com,saramin
(주)픽플러스,임정빈,정부지원사업 관리,info@pickplus.net,http://www.pickplus.net,saramin
(주)두가씨앤씨종합건축사사무소,김재학/조시연,정부지원사업 관리,info@dugacc.com,http://www.dugacc.com,saramin
(주)울트라브이,정연박,정부지원사업 관리,info@ultrav.co.kr,http://www.ultrav.co.kr,saramin
㈜풍성에프에이,윤재석,인사,psfa@daum.net,http://www.poongsungfa.com/,saramin
엔셀 주식회사,임용일,인사,marketing@enssel.com,http://www.enssel.com,saramin
(주)아이엠지티,이학종/손건호,인사,changho.jung@nanoimgt.com,http://nanoimgt.com,saramin
이커넥트,김중권,인사,hr_team@econnect.kr,http://www.econnect.kr,saramin
주식회사 티비티,고준태,인사,sales@tbtsys.com,http://tbtsys.com/kor/main/,saramin
(주)와이어트,권규석,인사,recruit@wyattcorp.com,https://wyatt.ninehire.site,saramin
(주)오래온라이프사이언스,오정훈,인사,overseas@onls.kr,http://www.oreonglobal.com,saramin
(주)엔엑스쓰리게임즈,최일돈/최재헌,인사,recruit@nx3games.com,http://nx3games.com,saramin
(주)비오팜,박효남,인사,sales@pio-pharm.com,http://pio-pharm.com,saramin
(주)지금융코리아,박은석,인사,gapeseedi@nate.com,http://www.goodfk.co.kr,saramin
가이아스,임영택,경영지원,ytlim@gaias.co.kr,http://www.gaias.co.kr,jobkorea
씨엔피솔루션즈,김종은,경영지원,support@cnp-sol.com,http://www.cnp-sol.com,jobkorea
(주)쉐우드가구,고정희,경리,sherwood@sherwood.kr,http://sherwood.kr,jobkorea
세진메디칼약품㈜,,경리,godo@godo.co.kr,http://www.sejinkorea.co.kr,jobkorea
레인보우,하윤석,총무,partner@rainbowkorea.com,http://www.rainbowkorea.com/,jobkorea
㈜장원조경,신경준/최대림,총무,gindam@ejangwon.co.kr,http://www.gindam.co.kr,jobkorea
(재)시안,염성준,비서,sian@sianchem.co.kr,http://www.acewindow.co.kr,jobkorea
케이메디켐,이구연,과제비 관리,ceo@kmedichem.co.kr,http://www.kmedichem.co.kr,jobkorea
㈜블루엠텍,김준석,과제비 관리,biz@bluemtec.com,http://bluepharmkorea.co.kr,jobkorea
㈜토프모빌리티,정찬영,정부지원사업 관리,info@toffmobility.com,http://www.toffmobility.com,jobkorea
㈜와이즈에이아이,송형석,정부지원사업 관리,supports@wiseai.co.kr,http://www.wiseai.co.kr,jobkorea
㈜인아트,엄태헌,정부지원사업 관리,inart@inart.co.kr,http://www.inartshop.com/,jobkorea
블리츠다이나믹스,박준하,정부지원사업 관리,recruit@blitz-dynamics.com,https://team.blitz-dynamics.com/,jobkorea
링크투어스㈜,김애린,정부지원사업 관리,link33us@link2us.co.kr,http://www.link2us.co.kr,jobkorea
㈜디피,이지원,정부지원사업 관리,dpplan.001@dpplanning.co.kr,http://www.dpplanning.co.kr,jobkorea
㈜고영테크놀러지,고광일,연구비 관리,ir@kohyoung.com,http://www.kohyoung.com,jobkorea
㈜엘리드,변경수,연구비 관리,ellead@ellead.com,http://www.ellead.com,jobkorea
㈜모노글로트홀딩스,유양희,인사,export@elroel.com,http://elroel.com,jobkorea
주식회사 라이즈에듀케이션코리아,박형준,인사,ma@risekorea.com,http://www.risekorea.com,jobkorea
투데이헬스케어,남궁찬,인사,support@snapvi.co.kr,https://fromtoday.kr,jobkorea
㈜데이원드림,이민형,인사,business_dod@dayonedream.com,https://www.dayonedream.com/,jobkorea
㈜에스더블유엠,정원규,인사,business@future.co.kr,http://www.future.co.kr,jobkorea
㈜노루홀딩스,,인사,insa@noroo.com,http://norooholdings.com,jobkorea
㈜금도건설,강석원/문창,인사,admin@geumdo.co.kr,http://www.geumdo.co.kr,jobkorea
㈜바른법률에이치알학원,,인사,barunlawhr@naver.com,http://www.barunlawhr.co.kr,jobkorea
㈜휴런,신동훈,인사,info@iheuron.com,http://www.iheuron.com,jobkorea
성보건설산업㈜,피영길/피정운,인사,seongbo@bill36524.com,http://www.seongbo.co.kr,jobkorea
㈜큰그림컴퍼니,한진호,인사,bpco@bpco.kr,http://bpco.kr,jobkorea
